Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,24/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Pakistan,PAK,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,2.20514254,1.82349422,2.332209379,1.892901223,2.192913226,3.31113072,2.275825113,1.872542121,2.878237377,2.530002632,2.521603676,3.497683609,3.926357944,2.975693335,2.516940902,3.159246147,3.512429547,2.064658374,2.674342694,3.855303585,2.597734434,2.578681875,2.502993807,2.438510362,2.80523791,3.783185585,3.891316434,3.770326514,3.568323121,3.523434727,3.378056247,2.911802459,,2.65290815,2.716463217,2.250365388,2.243379652,2.191203908,2.168393866,2.750639914,2.540984715,2.697072306,2.712883312,3.376468874,3.111506002,3.728214627,3.083786064,3.685253233,2.954250425,2.781435322,2.62692524,2.928572884,3.263091571,3.875296171,3.658667572,3.926444215,
Pakistan,PAK,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,70.47984018,65.56547896,68.68332987,71.79497164,72.86585383,66.5126806,68.95972236,80.00916337,66.06497271,66.22007221,54.99673858,57.46657591,55.1956648,52.00409809,54.7400794,59.53317678,54.40283878,57.1499293,53.96927425,49.85177766,48.97324763,51.11597157,50.02303505,50.71976111,61.07892977,59.90008032,61.43532297,56.00224033,54.10036741,62.39610671,61.29716834,62.03999451,,57.41327582,57.18169051,54.08579358,55.33017105,52.86901881,46.83589748,50.48471202,53.16229393,56.48272729,58.61334296,59.94612317,56.4650784,54.89340171,46.85086624,52.45194588,48.51039492,45.98030935,45.58056155,47.2908511,49.79894863,56.84898193,59.41536744,56.44179846,
Pakistan,PAK,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,2.645935625,1.659542369,1.916443082,2.389025894,3.608960177,2.284037259,3.622889761,2.652942043,2.6831768,2.314627929,2.419994614,2.491434895,2.397252202,1.853375899,1.349141406,3.05705452,1.519692575,3.409600642,4.35787443,4.320824935,3.928131227,4.294488025,3.907455013,4.071388734,3.975842979,4.768717215,6.074297189,4.802631579,3.234606391,3.429355281,3.142961966,3.106750759,3.694213111,4.340954306,3.73988704,4.333153348,5.252816348,6.07650877,5.413533835,5.794278758,5.582356995,5.548730943,
Pakistan,PAK,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.468114373,4.786142462,8.699977239,8.601644089,6.656371674,5.06114947,3.066591997,3.345973156,3.555264101,4.356844017,3.787091462,4.58586713,4.900437038,4.947978992,4.685725476,
Pakistan,PAK,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,8.426314778,7.044596185,5.583301703,3.319163745,5.983767677,5.701545448,6.575019551,6.273209502,6.490493724,8.68934345,7.7954297,8.100663092,13.80572734,17.90997022,18.18944483,15.79359436,18.90174757,16.79089406,26.95451781,27.82661515,30.89687597,28.34795753,24.76682991,24.33147025,14.22643679,17.61189004,14.21058675,17.06739761,20.89497262,17.93979496,16.39113845,17.11533399,,16.47468363,20.69993577,19.90397154,16.388185,21.48420734,33.28764835,29.3431523,27.31751941,24.09195034,22.03586071,21.59306101,26.22385163,25.70273144,33.24682147,28.09039824,30.48953633,34.23556903,36.5623249,35.14459174,31.29578417,22.94940926,20.41373991,23.9745229,
Pakistan,PAK,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,14.34195564,21.9603852,20.40838507,20.16226597,15.7490105,21.54925998,19.00931863,8.355440365,20.90900714,19.02916152,30.16733189,24.85837539,23.18467627,23.59633469,20.89571153,16.997422,19.31932033,19.90597895,13.02617334,14.05110459,13.5746001,14.02661639,17.08085039,18.88957157,17.84973459,13.80618117,15.92188657,18.66185188,17.35282715,12.14994559,15.06388089,14.20625764,,17.73917873,15.22091528,19.25692164,20.72851621,16.91960719,14.05343727,12.46640106,11.95301819,11.51618635,10.30676823,10.58913541,10.42176374,8.882364915,11.85399481,11.36965683,13.08454179,11.98641819,11.10759465,10.29250758,11.73203691,12.10074519,12.50946535,11.80986997,
Pakistan,PAK,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,4.542226947,3.602630303,2.973011,2.802482378,3.185286984,2.912905934,3.166474003,3.475403627,3.638826278,3.520936701,4.512404501,6.054060092,3.863335845,3.496949469,3.565246845,4.38821999,3.756553613,4.038471226,3.358637681,4.361497769,3.921941827,3.87716848,5.476485442,3.515251632,3.972797791,4.648288099,4.246944291,4.295271591,3.96722539,3.789951842,3.738078227,3.557234551,,5.53759941,3.705935945,4.056084637,4.820699146,6.169729966,3.301475817,4.376097281,4.84598069,5.042200625,6.02346416,4.268135191,3.646651183,5.0118009,4.937102913,4.252009454,4.916789293,4.94379624,3.834866973,4.291679196,3.85166306,4.112943285,3.812218564,3.773854418,
Pakistan,PAK,Import unit value index (2000 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,78,90,85,77,79,73,66,77,82,85,92,90,88,84,90,99,95,97,86,93,100,94.01548827,94.78016349,108.532347,121.8298643,137.61496,151.4231399,167.1577171,214.2105018,178.2772592,202.8854367,251.2634691,262.7954773,268.7846554,267.1351968,248.0477349,222.5320148,242.1631086,
Pakistan,PAK,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,36.78,19.26,19.69,18.97,15.87,14.89,9.35,10.99,10.71,10.8,7.51,7.44,7.6,6.93,6.87,6.65,7.09,7.48,8.28,,
Pakistan,PAK,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,36.78,19.26,19.69,18.97,15.87,14.87,9.35,10.97,10.65,10.71,7.47,7.44,7.6,6.65,6.64,6.65,6.74,7.07,7.69,,
Pakistan,PAK,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.299912,,,9.403509,3.472317,2.859477,6.785137,1.887923,1.865837,0.4421327,1.346442,1.319884,1.294879,0,0,0.2115995,0,0,0,0,0,0,,
Pakistan,PAK,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95,,,43.04,24.58,24.49,17.93,16.51,16.18,14.7,13.18,13.13,12.72,11.6,12.66,12.53,12.56,11.84,11.85,11.48,10.86,11.22,,
Pakistan,PAK,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.27,,,41.27,23,22.98,18.37,16.57,16.13,14.92,14.6,14.69,14.89,12.99,14.37,14.31,13.99,13.29,14.08,11.86,10.84,11.56,,
Pakistan,PAK,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.94769,,,75.50877,59.79494,59.16394,50.65518,49.86515,48.57101,46.69701,37.94614,38.37321,45.56602,43.58191,36.49995,36.28931,34.85855,34.56385,36.79063,39.60079,39.46377,40.89725,,
Pakistan,PAK,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.11,,,77.11,77.3,77.3,77.3,76.97,76.97,76.97,76.97,76.97,76.97,76.66,76.66,76.66,76.66,77.68,77.68,77.68,77.68,77.68,,
Pakistan,PAK,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.42,,,98.42,98.17,98.17,98.17,98.22,98.22,98.22,98.22,98.22,98.22,98.19,98.19,98.19,98.19,98.42,98.42,98.42,98.42,98.42,,
Pakistan,PAK,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95,,,40.69,23.13,23.12,20.62,17.39,16.72,13.02,13.01,12.77,12.23,9.7,9.88,10.2,9.74,9.79,9.41,9.91,10.66,11.32,,
Pakistan,PAK,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.94,,,40.69,23.13,23.12,20.62,17.39,16.71,13.02,13,12.71,12.11,9.5,9.88,10.2,9.02,9.02,9.41,8.92,9.58,10.09,,
Pakistan,PAK,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.172698,,,3.45455,0.7125303,0.4876157,0.9343044,0.2712306,0.2666336,0.0601291,0.184984,0.1806433,0.1499693,0,0,0.0703008,0,0,0,0,0,0,,
Pakistan,PAK,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.25,,,47.45,25.46,25.16,20.24,17.53,17.26,16.54,14.37,14.37,14.11,13.45,13.91,13.91,13.91,13.56,13.55,13.39,12.38,12.16,,
Pakistan,PAK,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.26,,,45.83,24.54,24.05,20.34,17.37,16.98,16.17,14.72,14.86,14.97,14.06,14.72,14.79,14.39,14.14,14.65,13.63,12.73,12.55,,
Pakistan,PAK,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.07347,,,86.24419,61.832,60.34798,57.88273,54.65823,53.04975,50.68176,42.87959,43.46894,52.97098,51.27134,44.65184,44.93143,44.46535,44.16806,45.15142,48.46618,48.54412,49.34844,,
Pakistan,PAK,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,,,60.08,60,60,60,59.87,59.87,59.87,59.87,59.87,59.87,59.98,59.98,59.98,59.98,60.86,60.86,60.86,60.86,60.86,,
Pakistan,PAK,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72,,,98.72,98.69,98.69,98.69,98.68,98.68,98.68,98.68,98.68,98.68,98.65,98.65,98.65,98.65,98.71,98.71,98.71,98.71,98.71,,
Pakistan,PAK,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.37,,,44.38,26.41,26.06,22.45,19.01,18.56,15.9,14.66,14.63,13.4,12.19,12.12,13.01,13.1,13.34,12.62,12.75,13.08,13.4,,
Pakistan,PAK,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.37,,,44.38,26.41,26.06,22.45,19.01,18.55,15.9,14.66,14.57,13.26,11.81,12.12,13.01,11.85,11.92,12.62,11.12,11.49,11.74,,
Pakistan,PAK,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.280291,,,2.430204,0.2673916,0.1161265,0.0085356,0.0073526,0.0072214,0,0,0,0,0,0,0.0512699,0,0,0,0,0,0,,
Pakistan,PAK,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.14,,,48.77,25.71,25.35,20.91,17.83,17.58,17.09,14.74,14.75,14.53,14.02,14.3,14.33,14.33,14.18,14.16,14.07,12.92,12.51,,
Pakistan,PAK,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.29,,,46.51,24.77,24.21,20.63,17.49,17.12,16.36,14.74,14.89,14.99,14.22,14.78,14.87,14.46,14.28,14.74,13.9,13.02,12.71,,
Pakistan,PAK,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.20375,,,88.08189,62.53621,60.88471,59.08612,55.51934,53.85023,51.31622,43.70631,44.30032,53.85261,52.21773,45.79371,46.14555,45.79525,45.61914,46.35994,49.56579,49.78357,50.48387,,
Pakistan,PAK,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.06,,,55.04,54.97,54.97,54.97,54.74,54.74,54.74,54.74,54.74,54.74,54.89,54.89,54.89,54.89,54.88,54.88,54.88,54.88,54.88,,
Pakistan,PAK,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.662161623,1.600978734,1.616679524,1.674708017,1.69165177,1.731920845,1.790420035,1.89087107,1.909128934,1.899692342,1.84826627,1.788154259,1.666946398,1.522679852,1.41711529,1.271641671,1.199783851,1.137964376,1.161748393,1.107055313,1.065656953,1.005700598,0.930817653,0.897576062,0.873032837,0.85554107,0.822809753,0.78748407,
Pakistan,PAK,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693707943.8,744787342.2,794454083.1,868552682.2,880121617.7,1058071515,1129880412,1171126137,1176521152,1185908501,1349704682,1276276214,1211721961,1307019302,1417115290,1424238672,1679697392,1763844782,2009824720,1915205691,1960808793,2242712333,2196729660,2181109830,2252424718,2455402871,2435516870,2535698706,
Pakistan,PAK,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,0.016767252,0.01814523,0.040215945,0.082701144,0.135936066,0.139784789,0.205065675,0.129117239,0.270599203,0.358143956,0.194531724,0.135047757,0.218626719,0.253900805,0.559746872,0.47849308,0.585539181,0.433574976,0.599376124,1.101907772,0.695112836,0.608700668,0.475018067,0.496484231,0.483056531,0.68958901,0.63603258,0.410277348,0.654648932,0.977285362,0.950794892,1.073561714,1.11888198,1.265939577,1.651633477,1.709160374,1.449778455,1.439468203,1.190736469,1.148639614,1.835028291,1.779581594,1.592775424,1.513404704,0.839828809,0.508455379,0.601813612,
Pakistan,PAK,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,0,1805349.24,1698814.768,2613713.141,7479190.71,15543533.99,18965830.77,32421504.55,24785684.26,57674256.74,91689193.9,59123495.16,44739595.44,69509870.51,86554812.43,188478142.5,156894415,207695669.8,173994090.3,249535437.6,459884384.3,323371717,299122196.8,246358297.7,258307597.8,295110690.1,435178952,393931871.2,252837809.6,408673402.9,713666991.9,678619810.4,780384004.4,960412225,1265939577,1849829494,2392824524,2247156606,2490279992,2059974092,2113496890,4092113090,4199812563,3870444279,3904584136,2410308682,1505027921,1937839830,
Pakistan,PAK,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,4.69E-06,1.45E-06,5.41E-07,7.79E-07,4.75E-06,3.46E-06,0,9.07E-06,0,6.35E-06,0,0,1.69E-05,1.62E-05,1.50E-05,2.62E-05,1.34E-05,1.01E-05,9.15E-06,7.43E-06,1.10E-05,0,0,0,0,0.006445896,0.002374993,7.07E-06,6.59E-06,1.28E-05,1.15E-05,1.25E-05,8.25E-06,0.001517152,0.011713484,0.02004398,0.040400438,0.0374258,0.034306706,0.023166656,0.037573576,0.039134975,0.030115625,0.01847528,0.014833998,0.010252013,0.009826402,0.011317539,
Pakistan,PAK,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,476.1340096,156.3019313,50.60805518,50.60408062,429.230631,395.8271593,0,1433.762472,0,1354.265338,0,0,5611.599731,5159.797061,5129.974328,8809.946822,4398.08234,3584.894776,3671.511442,3094.364568,4580.215865,0,0,0,0,3937950.58,1498786.787,4376.480437,4058.184488,8013.535448,8388.252861,8902.076619,5995.359942,1302274.176,11713483.52,22449257.82,56560613.02,58009989.52,59350600.71,40078315.5,69135380.01,87270993.48,71072875.43,44894929.46,38271714.11,29423278.11,29086151.2,36442474.33,
Pakistan,PAK,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,11.94643585,8.199137373,8.217277946,7.998413991,8.073672622,7.605601261,7.50360932,7.915174435,7.037354431,7.006912465,7.019918742,7.217868474,7.279055247,7.236515423,7.401872147,7.485813625,7.916890113,7.595685395,7.497981288,7.427050978,7.513245491,7.773118196,8.621403223,8.422296945,8.394998388,8.325596988,8.45373797,8.627214342,8.850872252,8.51686816,9.084564718,8.94885157,8.880604146,8.442103762,8.106084998,8.032044283,8.456331355,8.129775607,7.657826594,6.635988968,6.250420394,5.460741206,5.350272481,5.138311125,4.884846971,4.885895263,4.922937135,4.875420244,
Pakistan,PAK,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,1211652580,882810522,769327966.3,519832607.4,730153593.1,869658250.8,1018080617,1251413064,1350909038,1493420765,1797184288,2193707041,2411457948,2300767505,2523299034,2520625512,2595890921,2694253464,3008947712,3092069138,3135674659,3616113019,4236652280,4368050148,4367695346,5086304636,5334900613,5343334280,5454444820,5316769527,6634043881,6387148278,6455410372,7246429739,8106084998,8995889597,11838863897,12601152191,13248040008,11480260915,11500773525,12177452890,12626643055,12486096035,12602905184,14022519404,14571893920,15698853187,
